_Id,_Iteration,_Segment,Sample Number,Hall Voltage [Volts],Type,Mobility [cm²/(V·s)],Carrier Concentration [1/cm³],Hall Coefficient [cm³/C],V.Over,I.Over,Compliance
22,0,0,22,-0.003360635,N,217.4599897,4.64E+18,1.344931745,FALSE,FALSE,FALSE
23,0,0,23,-0.003361153,N,217.4930028,4.64E+18,1.345135922,FALSE,FALSE,FALSE
24,0,0,24,-0.00336158,N,217.5205947,4.64E+18,1.34530657,FALSE,FALSE,FALSE
25,0,0,25,-0.003360795,N,217.4696467,4.64E+18,1.344991471,FALSE,FALSE,FALSE
26,0,0,26,-0.003360835,N,217.4720555,4.64E+18,1.345006369,FALSE,FALSE,FALSE
27,0,0,27,-0.003360785,N,217.4695599,4.64E+18,1.344990934,FALSE,FALSE,FALSE
28,0,0,28,-0.003360725,N,217.4646983,4.64E+18,1.344960866,FALSE,FALSE,FALSE
29,0,0,29,-0.003360555,N,217.4534478,4.64E+18,1.344891285,FALSE,FALSE,FALSE
30,0,0,30,-0.003360623,N,217.4582562,4.64E+18,1.344921023,FALSE,FALSE,FALSE
31,0,0,31,-0.003360408,N,217.4442896,4.64E+18,1.344834644,FALSE,FALSE,FALSE
32,0,0,32,-0.003361478,N,217.5131297,4.64E+18,1.345260402,FALSE,FALSE,FALSE
33,0,0,33,-0.003359853,N,217.4087249,4.64E+18,1.344614686,FALSE,FALSE,FALSE
34,0,0,34,-0.003360875,N,217.4739639,4.64E+18,1.345018171,FALSE,FALSE,FALSE
35,0,0,35,-0.003360888,N,217.476013,4.64E+18,1.345030844,FALSE,FALSE,FALSE
36,0,0,36,-0.00336087,N,217.4741789,4.64E+18,1.345019501,FALSE,FALSE,FALSE
37,0,0,37,-0.00336052,N,217.4516617,4.64E+18,1.344880238,FALSE,FALSE,FALSE
38,0,0,38,-0.00336058,N,217.4559086,4.64E+18,1.344906504,FALSE,FALSE,FALSE
39,0,0,39,-0.003362113,N,217.5547904,4.64E+18,1.345518062,FALSE,FALSE,FALSE
40,0,0,40,-0.003361023,N,217.483851,4.64E+18,1.34507932,FALSE,FALSE,FALSE
41,0,0,41,-0.003360523,N,217.4527862,4.64E+18,1.344887193,FALSE,FALSE,FALSE
42,0,0,42,-0.003360848,N,217.4719668,4.64E+18,1.34500582,FALSE,FALSE,FALSE
43,0,0,43,-0.072195285,N,217.4719668,4.64E+18,28.89240346,TRUE,FALSE,FALSE
44,0,0,44,-0.003359383,N,217.3774042,4.64E+18,1.344420976,FALSE,FALSE,FALSE
45,0,0,45,-0.003360305,N,217.4379345,4.64E+18,1.344795339,FALSE,FALSE,FALSE
46,0,0,46,-0.00336025,N,217.4330703,4.64E+18,1.344765255,FALSE,FALSE,FALSE
47,0,0,47,-0.003361163,N,217.4927087,4.64E+18,1.345134103,FALSE,FALSE,FALSE
48,0,0,48,-0.003359735,N,217.3997677,4.64E+18,1.344559288,FALSE,FALSE,FALSE
49,0,0,49,-0.003360015,N,217.4186145,4.64E+18,1.34467585,FALSE,FALSE,FALSE
50,0,0,50,-0.003359473,N,217.3837553,4.64E+18,1.344460255,FALSE,FALSE,FALSE
51,0,0,51,-0.0033601,N,217.4244138,4.64E+18,1.344711717,FALSE,FALSE,FALSE
52,0,0,52,-0.003359408,N,217.3795167,4.64E+18,1.344434041,FALSE,FALSE,FALSE
53,0,0,53,-0.003359958,N,217.4157639,4.64E+18,1.34465822,FALSE,FALSE,FALSE
54,0,0,54,-0.003359605,N,217.3917146,4.64E+18,1.344509482,FALSE,FALSE,FALSE
55,0,0,55,-0.003359778,N,217.4037032,4.64E+18,1.344583628,FALSE,FALSE,FALSE
56,0,0,56,-0.003360633,N,217.4583485,4.64E+18,1.344921594,FALSE,FALSE,FALSE
57,0,0,57,-0.003359788,N,217.4030126,4.64E+18,1.344579357,FALSE,FALSE,FALSE
58,0,0,58,-0.003360618,N,217.4569373,4.64E+18,1.344912866,FALSE,FALSE,FALSE
59,0,0,59,-0.00336085,N,217.4719002,4.64E+18,1.345005408,FALSE,FALSE,FALSE
60,0,0,60,-0.003360813,N,217.469713,4.64E+18,1.344991881,FALSE,FALSE,FALSE
61,0,0,61,-0.003361003,N,217.4820346,4.64E+18,1.345068087,FALSE,FALSE,FALSE
62,0,0,62,-0.00336107,N,217.485804,4.64E+18,1.345091399,FALSE,FALSE,FALSE
63,0,0,63,-0.00336106,N,217.4859457,4.64E+18,1.345092275,FALSE,FALSE,FALSE
64,0,0,64,-0.003360775,N,217.4669655,4.64E+18,1.344974888,FALSE,FALSE,FALSE
65,0,0,65,-0.003360225,N,217.4315722,4.64E+18,1.34475599,FALSE,FALSE,FALSE
66,0,0,66,-0.003361,N,217.4813071,4.64E+18,1.345063587,FALSE,FALSE,FALSE
67,0,0,67,-0.00336092,N,217.4765602,4.64E+18,1.345034229,FALSE,FALSE,FALSE
68,0,0,68,-0.003360628,N,217.4574973,4.64E+18,1.34491633,FALSE,FALSE,FALSE
69,0,0,69,-0.003360498,N,217.4489004,4.64E+18,1.344863161,FALSE,FALSE,FALSE
70,0,0,70,-0.003360495,N,217.4478956,4.64E+18,1.344856946,FALSE,FALSE,FALSE
71,0,0,71,-0.003361085,N,217.4869323,4.64E+18,1.345098378,FALSE,FALSE,FALSE
72,0,0,72,-0.003361315,N,217.5021197,4.64E+18,1.345192307,FALSE,FALSE,FALSE
73,0,0,73,-0.003359963,N,217.4141189,4.64E+18,1.344648046,FALSE,FALSE,FALSE
74,0,0,74,-0.003360588,N,217.4541312,4.64E+18,1.344895512,FALSE,FALSE,FALSE
75,0,0,75,-0.003360498,N,217.4492594,4.64E+18,1.344865381,FALSE,FALSE,FALSE
76,0,0,76,-0.003360828,N,217.4703409,4.64E+18,1.344995764,FALSE,FALSE,FALSE
77,0,0,77,-0.003360818,N,217.4691281,4.64E+18,1.344988263,FALSE,FALSE,FALSE
78,0,0,78,-0.003361188,N,217.4943917,4.64E+18,1.345144512,FALSE,FALSE,FALSE
79,0,0,79,-0.003360865,N,217.4723268,4.64E+18,1.345008047,FALSE,FALSE,FALSE
80,0,0,80,-0.0033621,N,217.5523001,4.64E+18,1.34550266,FALSE,FALSE,FALSE
81,0,0,81,-0.003359848,N,217.4073029,4.64E+18,1.344605891,FALSE,FALSE,FALSE
82,0,0,82,-0.003361585,N,217.5188562,4.64E+18,1.345295818,FALSE,FALSE,FALSE
83,0,0,83,-0.003361065,N,217.4862801,4.64E+18,1.345094344,FALSE,FALSE,FALSE
84,0,0,84,-0.003361288,N,217.5006177,4.64E+18,1.345183018,FALSE,FALSE,FALSE
85,0,0,85,-0.003361238,N,217.4971212,4.64E+18,1.345161393,FALSE,FALSE,FALSE
86,0,0,86,-0.003360413,N,217.4435254,4.64E+18,1.344829918,FALSE,FALSE,FALSE
87,0,0,87,-0.003360593,N,217.4553359,4.64E+18,1.344902962,FALSE,FALSE,FALSE
88,0,0,88,-0.003361038,N,217.4845822,4.64E+18,1.345083843,FALSE,FALSE,FALSE
89,0,0,89,-0.00336173,N,217.5286795,4.64E+18,1.345356573,FALSE,FALSE,FALSE
90,0,0,90,-0.003360395,N,217.4423604,4.64E+18,1.344822712,FALSE,FALSE,FALSE
91,0,0,91,-0.003360728,N,217.4636526,4.64E+18,1.344954399,FALSE,FALSE,FALSE
92,0,0,92,-0.003360485,N,217.4473791,4.64E+18,1.344853752,FALSE,FALSE,FALSE
93,0,0,93,-0.003360893,N,217.4748243,4.64E+18,1.345023493,FALSE,FALSE,FALSE
94,0,0,94,-0.003360835,N,217.4705977,4.64E+18,1.344997353,FALSE,FALSE,FALSE
95,0,0,95,-0.003360448,N,217.4451538,4.64E+18,1.344839989,FALSE,FALSE,FALSE
96,0,0,96,-0.003360755,N,217.4650839,4.64E+18,1.344963251,FALSE,FALSE,FALSE
97,0,0,97,-0.003361525,N,217.5153764,4.64E+18,1.345274296,FALSE,FALSE,FALSE
98,0,0,98,-0.003360948,N,217.4781928,4.64E+18,1.345044326,FALSE,FALSE,FALSE
99,0,0,99,-0.00336043,N,217.4437006,4.64E+18,1.344831001,FALSE,FALSE,FALSE
